Id,SBQQ__Contract__r.ContractNumber,SBQQ__Product__r.Name,Is_Subscription_Valid_Text__c
a6SDo000000kBoBMAU,7020626,IMS Seats,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBGqMAM,7020627,IMS Public Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBoFMAU,7020627,IMS Seats,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBGrMAM,7020628,IMS Public Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBoIMAU,7020628,IMS Seats,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBIwMAM,7020629,IMS Public Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBoLMAU,7020629,IMS Seats,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBGsMAM,7020630,IMS Public Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBoMMAU,7020630,IMS Seats,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBIzMAM,7020631,IMS Public Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000sbn7MAA,7020631,IMS Public Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBoWMAU,7020631,IMS Seats,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBAnMAM,7020633,IMS Public Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBolMAE,7020633,IMS Seats,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBJ3MAM,7020634,IMS Public Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBomMAE,7020634,IMS Seats,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBGzMAM,7020635,IMS Public Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBonMAE,7020635,IMS Seats,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBJ4MAM,7020636,IMS Public Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBoqMAE,7020636,IMS Seats,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBH0MAM,7020637,IMS Public Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBorMAE,7020637,IMS Seats,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBApMAM,7020638,IMS Public Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBotMAE,7020638,IMS Seats,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBJ5MAM,7020639,IMS Public Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBouMAE,7020639,IMS Seats,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBCuMAM,7020640,IMS Public Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBowMAE,7020640,IMS Seats,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBAuMAM,7020641,IMS Public Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBpBMAU,7020641,IMS Seats,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBCzMAM,7020642,IMS Public Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBpDMAU,7020642,IMS Seats,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBAvMAM,7020643,IMS Public Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBpEMAU,7020643,IMS Seats,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBJBMA2,7020644,IMS Public Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBpFMAU,7020644,IMS Seats,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBD0MAM,7020645,IMS Public Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBpHMAU,7020645,IMS Seats,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBAwMAM,7020646,IMS Public Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBpIMAU,7020646,IMS Seats,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBD4MAM,7020647,IMS Public Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBpUMAU,7020647,IMS Seats,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBB0MAM,7020648,IMS Public Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBpVMAU,7020648,IMS Seats,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBHCMA2,7020649,IMS Private Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBJGMA2,7020649,IMS Public Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBpWMAU,7020649,IMS Seats,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBD7MAM,7020650,IMS Public Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBpfMAE,7020650,IMS Seats,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBB3MAM,7020651,IMS Public Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBpgMAE,7020651,IMS Seats,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBHGMA2,7020652,IMS Public Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBpmMAE,7020652,IMS Seats,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBHHMA2,7020653,IMS Public Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBpqMAE,7020653,IMS Seats,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBJMMA2,7020654,IMS Public Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBptMAE,7020654,IMS Seats,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBDCMA2,7020655,IMS Public Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBjPMAU,7020655,IMS Seats,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBB9MAM,7020656,IMS Private Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBDDMA2,7020656,IMS Public Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBjTMAU,7020656,IMS Seats,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBHNMA2,7020657,IMS Public Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBjcMAE,7020657,IMS Seats,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBHOMA2,7020658,IMS Public Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBa9MAE,7020658,IMS Seats,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBJTMA2,7020659,IMS Public Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBaCMAU,7020659,IMS Seats,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBBGMA2,7020660,IMS Public Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBaLMAU,7020660,IMS Seats,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBJWMA2,7020661,IMS Public Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBpwMAE,7020661,IMS Seats,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBHSMA2,7020662,IMS Public Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBpxMAE,7020662,IMS Seats,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBDMMA2,7020663,IMS Public Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBq2MAE,7020663,IMS Seats,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBHUMA2,7020664,IMS Public Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBq4MAE,7020664,IMS Seats,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBBLMA2,7020665,IMS Public Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBqDMAU,7020665,IMS Seats,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBHYMA2,7020666,IMS Public Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBqJMAU,7020666,IMS Seats,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBBNMA2,7020667,IMS Public Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBqLMAU,7020667,IMS Seats,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBHeMAM,7020669,IMS Public Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBqfMAE,7020669,IMS Seats,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBBTMA2,7020670,IMS Public Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBqhMAE,7020670,IMS Seats,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBBUMA2,7020671,IMS Public Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBqlMAE,7020671,IMS Seats,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBBVMA2,7020672,IMS Public Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBqpMAE,7020672,IMS Seats,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBHiMAM,7020673,IMS Public Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBqvMAE,7020673,IMS Seats,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBDbMAM,7020674,IMS Public Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBqwMAE,7020674,IMS Seats,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBBXMA2,7020675,IMS Public Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBqxMAE,7020675,IMS Seats,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBJoMAM,7020676,IMS Public Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBr2MAE,7020676,IMS Seats,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBDdMAM,7020677,IMS Public Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBr4MAE,7020677,IMS Seats,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBBZMA2,7020678,IMS Public Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBr5MAE,7020678,IMS Seats,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBJpMAM,7020679,IMS Public Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBr6MAE,7020679,IMS Seats,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBJrMAM,7020681,IMS Public Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBrDMAU,7020681,IMS Seats,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBJtMAM,7020682,IMS Public Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBrJMAU,7020682,IMS Seats,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBHpMAM,7020683,IMS Public Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBrKMAU,7020683,IMS Seats,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBDiMAM,7020684,IMS Public Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBrLMAU,7020684,IMS Seats,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBDoMAM,7020687,IMS Public Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBreMAE,7020687,IMS Seats,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBBkMAM,7020688,IMS Public Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBrfMAE,7020688,IMS Seats,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBDsMAM,7020691,IMS Public Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBrqMAE,7020691,IMS Seats,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBI0MAM,7020692,IMS Public Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBrtMAE,7020692,IMS Seats,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBI1MAM,7020693,IMS Public Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBrwMAE,7020693,IMS Seats,001-Component:missing Required by or Required by Product<br>
a6SDo000000lpSoMAI,7020694,IMS Public Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBBqMAM,7020694,IMS Public Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000lpSpMAI,7020694,IMS Seats,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBryMAE,7020694,IMS Seats,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBI4MAM,7020696,IMS Public Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBjjMAE,7020696,IMS Seats,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBKAMA2,7020697,IMS Public Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBjoMAE,7020697,IMS Seats,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBI8MAM,7020698,IMS Private Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBKCMA2,7020698,IMS Public Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBs4MAE,7020698,IMS Seats,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBKFMA2,7020699,IMS Public Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBsCMAU,7020699,IMS Seats,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBC2MAM,7020700,IMS Public Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBsNMAU,7020700,IMS Seats,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBE7MAM,7020701,IMS Public Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBsQMAU,7020701,IMS Seats,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBE8MAM,7020702,IMS Public Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBsUMAU,7020702,IMS Seats,001-Component:missing Required by or Required by Product<br>
